ID,X,Y,Z,Gradient_X,Gradient_Y,Gradient_Z,Magnitude
521,21,4,1,186.545,-276.312,164.712,371.856
522,22,4,1,213.466,-251.836,217.889,395.556
523,23,4,1,250.356,1362.81,-185.18,1397.93
524,24,4,1,393.165,1756.2,236.127,1815.09
525,0,5,1,-228.194,305.069,-0.980988,380.973
526,1,5,1,-153.459,-1160.82,2.309,1170.92
527,2,5,1,118.027,-909.624,-51.8639,918.715
528,3,5,1,363.049,192.113,-92.6289,421.06
529,4,5,1,-88.6379,262.072,10.987,276.874
530,5,5,1,-326.784,117.904,71.7259,354.73
531,6,5,1,-52.9385,-285.128,-106.739,309.02
532,7,5,1,141.154,-6.06132,-5.87386,141.406
533,8,5,1,295.304,152.091,117.284,352.266
534,9,5,1,-99.668,46.8281,87.813,140.846
535,10,5,1,246.603,484.478,129.329,558.8
536,11,5,1,498.24,404.173,108.024,650.59
537,12,5,1,-448.233,577.536,-90.4613,736.644
538,13,5,1,-546.447,267.67,-16.3334,608.702
539,14,5,1,53.2304,26.7548,192.898,201.888
540,15,5,1,74.142,7.14743,49.7314,89.5619
541,16,5,1,-38.8166,1371.61,-101.798,1375.93
542,17,5,1,78.2321,273.911,70.5567,293.472
543,18,5,1,134.794,-209.061,75.9924,260.098
544,19,5,1,103.832,83.4046,175.908,220.638
545,20,5,1,-87.6982,525.108,160.179,555.956
546,21,5,1,-80.6693,350.379,334.79,491.281
547,22,5,1,1339.59,-343.02,691.877,1546.24
548,23,5,1,1565.95,-20.4409,-667.043,1702.23
549,24,5,1,520.888,-215.479,393.784,687.62
550,0,6,1,-733.465,149.861,43.8752,749.903
551,1,6,1,-456.677,-46.9605,106.928,471.373
552,2,6,1,202.764,-41.0231,209.64,294.525
553,3,6,1,562.303,80.9385,507.343,761.664
554,4,6,1,97.6409,117.76,69.7032,168.106
555,5,6,1,-536.77,157.896,-517.068,761.848
556,6,6,1,-82.7399,4.98223,-369.395,378.581
557,7,6,1,465.023,447.46,-52.205,647.451
558,8,6,1,209.406,618.842,-2.26061,653.315
559,9,6,1,283.595,381.64,-147.264,497.757
560,10,6,1,99.0528,1428.97,53.174,1433.38
561,11,6,1,78.9472,446.893,-580.99,737.222
562,12,6,1,-266.611,-11.8648,2.97425,266.892
563,13,6,1,-765.203,103.104,388.807,864.486
564,14,6,1,-134.117,-0.857467,-11.795,134.637
565,15,6,1,1445.04,-18.3653,135.699,1451.52
566,16,6,1,508.062,1004.12,1388.43,1787.21
567,17,6,1,-1478.11,467.538,1579.11,2212.91
568,18,6,1,-230.639,119.02,347.158,433.45
569,19,6,1,794.48,-135.308,714.695,1077.17
570,20,6,1,208.669,176.69,-6.87145,273.513
571,21,6,1,-681.584,762.944,315.529,1070.61
572,22,6,1,-157.354,337.784,524.633,643.504
573,23,6,1,377.898,-1147.28,694.393,1393.28
574,24,6,1,3.08934,-1423.05,330.283,1460.88
575,0,7,1,-621.837,-457.381,35.3952,772.743
576,1,7,1,-344.342,-64.006,34.4044,351.926
577,2,7,1,245.926,74.4425,275.882,377.004
578,3,7,1,521.832,-163.236,519.58,754.267
579,4,7,1,-11.6801,-340.579,62.5137,346.465
580,5,7,1,-439.562,-126.979,-440.115,634.854
581,6,7,1,236.625,308.671,-150.623,417.081
582,7,7,1,755.013,102.432,-4.98136,761.946
583,8,7,1,229.484,88.619,-3.76179,246.029
584,9,7,1,710.457,207.608,163.134,757.933
585,10,7,1,311.856,342.201,74.9653,469.016
586,11,7,1,-942.592,-51.9214,-454.925,1047.92
587,12,7,1,-792.022,-639.636,184.436,1034.63
588,13,7,1,-535.44,-183.986,527.971,774.145
589,14,7,1,-68.2392,-42.6224,127.064,150.394
590,15,7,1,1079.12,450.918,394.928,1234.42
591,16,7,1,447.087,-470.967,1477.61,1614.01
592,17,7,1,-806.867,-208.039,1204.84,1464.91
593,18,7,1,-468.052,458.14,-91.1569,661.268
594,19,7,1,161.502,-155.38,309.488,382.111
595,20,7,1,810.554,-562.319,46.3762,987.599
596,21,7,1,80.4248,311.605,123.235,344.605
597,22,7,1,-570.627,365.216,-82.5931,682.51
598,23,7,1,-194.883,-245.835,-285.444,424.137
599,24,7,1,-30.6637,-435.104,179.271,471.586
600,0,8,1,53.2859,-157.683,-201.055,261.01
601,1,8,1,75.1469,241.814,-285.817,381.854
602,2,8,1,103.534,384.91,-402.506,566.468
603,3,8,1,147.282,311.303,-569.998,665.957
604,4,8,1,133.897,59.7315,-721.579,736.323
605,5,8,1,112.479,1302.94,-853.87,1561.86
606,6,8,1,146.671,935.318,-892.854,1301.35
607,7,8,1,244.972,217.077,-870.462,929.967
608,8,8,1,314.582,-76.6422,-754.432,820.977
609,9,8,1,537.177,38.9012,-729.13,906.478
610,10,8,1,-160.476,-961.382,-160.785,987.856
611,11,8,1,-902.89,-792.15,15.4397,1201.23
612,12,8,1,-398.676,-252.17,88.0242,479.876
613,13,8,1,-168.189,75.4769,-76.3754,199.543
614,14,8,1,500.788,71.6623,-8.34924,505.958
615,15,8,1,1016.7,76.5467,800.723,1296.42
616,16,8,1,-150.895,-222.709,-27.1402,270.38
617,17,8,1,-549.003,190.246,-546.707,797.801
618,18,8,1,-177.979,240.749,4.18172,299.423
619,19,8,1,-225.979,378.461,-260.073,511.799
620,20,8,1,675.653,-339.016,98.8086,762.367
621,21,8,1,245.952,-840.956,-2.30187,876.187
622,22,8,1,-714.793,-136.167,-210.846,757.58
623,23,8,1,-422.422,107.916,-274.464,515.187
624,24,8,1,-375.449,-300.078,113.916,493.949
625,0,9,1,177.156,98.7176,-874.516,897.724
626,1,9,1,198.25,179.037,-892.199,931.33
627,2,9,1,315.416,42.9952,-927.686,980.784
628,3,9,1,196.653,9.85192,-1019.13,1037.98
629,4,9,1,979.959,207.607,-1003.37,1417.8
630,5,9,1,436.025,2305.02,-99.0108,2347.98
631,6,9,1,-849.24,1425.86,-79.9608,1661.53
632,7,9,1,-256.947,-193.768,-1070.0,1117.35
633,8,9,1,51.308,-479.703,-1089.61,1191.63
634,9,9,1,-174.283,679.961,-653.546,959.085
635,10,9,1,-519.195,523.786,-312.643,801.037
636,11,9,1,-233.38,-344.773,273.811,498.304
637,12,9,1,75.6051,-107.462,135.09,188.45
638,13,9,1,-211.607,244.089,-286.337,431.678
639,14,9,1,-67.1693,365.155,-323.745,492.606
640,15,9,1,784.747,-524.965,272.057,982.563
641,16,9,1,560.787,-14.5326,251.409,614.735
642,17,9,1,-343.409,345.334,56.3954,490.271
643,18,9,1,-279.837,-379.334,254.313,535.61
644,19,9,1,-418.263,63.4827,-446.725,615.254
645,20,9,1,-408.863,390.494,-434.43,713.01
646,21,9,1,283.274,-60.9323,-120.321,313.742
647,22,9,1,378.245,70.4519,-391.145,548.659
648,23,9,1,-358.794,253.237,328.015,548.139
649,24,9,1,-846.652,67.9106,124.614,858.464
650,0,10,1,213.924,-131.165,-516.07,573.843
651,1,10,1,19.4245,-219.78,-108.224,245.75
652,2,10,1,-65.6506,-204.588,-441.551,491.054
653,3,10,1,311.895,-160.939,-422.774,549.471
654,4,10,1,2429.06,-124.708,-181.512,2439.03
655,5,10,1,1330.73,-857.747,-26.7116,1583.44
656,6,10,1,-2352.12,-697.246,111.036,2455.8
657,7,10,1,-1660.59,-463.806,-18.5965,1724.24
658,8,10,1,1188.31,45.6941,-59.3411,1190.67
659,9,10,1,1540.67,230.128,323.421,1590.98
660,10,10,1,-1185.21,183.67,-84.7234,1202.35
661,11,10,1,-1534.14,-120.558,-186.507,1550.13
662,12,10,1,190.186,-262.154,14.6948,324.209
663,13,10,1,304.429,353.865,-31.0413,467.825
664,14,10,1,-268.267,316.984,4.73206,415.293
665,15,10,1,637.011,95.7407,26.4858,644.71
666,16,10,1,719.404,-693.988,39.3315,1000.35
667,17,10,1,-913.804,-482.597,-108.144,1039.05
668,18,10,1,-459.831,-33.7402,35.4817,462.43
669,19,10,1,543.848,883.517,-103.928,1042.68
670,20,10,1,551.238,1231.11,234.062,1369.05
671,21,10,1,-74.0902,833.87,-149.334,850.37
672,22,10,1,-400.624,794.788,-184.423,908.955
673,23,10,1,-424.963,-219.978,390.209,617.452
674,24,10,1,-746.102,319.436,15.5514,811.757
675,0,11,1,-0.075022,236.14,262.444,353.042
676,1,11,1,124.827,-60.8248,218.753,259.103
677,2,11,1,374.256,863.954,27.1613,941.925
678,3,11,1,276.533,568.99,84.3688,638.231
679,4,11,1,283.152,-180.825,102.598,351.282
680,5,11,1,-136.513,-2401.58,-20.9549,2405.55
681,6,11,1,-455.299,-1001.56,81.6508,1103.21
682,7,11,1,485.993,1077.83,31.0728,1182.74
683,8,11,1,745.242,1713.03,34.3194,1868.43
684,9,11,1,-36.3069,-629.396,-72.4479,634.591
685,10,11,1,-869.88,-1082.44,-247.287,1410.51
686,11,11,1,-679.204,163.969,-198.091,726.254
687,12,11,1,550.028,214.393,53.3108,592.737
688,13,11,1,367.531,307.714,-5.23941,479.369
689,14,11,1,-325.294,62.4146,-160.046,367.867
690,15,11,1,-226.225,514.814,-39.0383,563.68
691,16,11,1,-17.5507,-561.232,-19.4035,561.841
692,17,11,1,316.839,-497.388,16.5882,589.964
693,18,11,1,1086.28,295.27,19.0703,1125.85
694,19,11,1,846.59,640.782,-6.3103,1061.77
695,20,11,1,-458.511,232.298,-6.17693,514.035
696,21,11,1,-153.05,-336.645,-4.32675,369.828
697,22,11,1,-675.603,-56.2539,-5.51483,677.963
698,23,11,1,-834.147,-0.567573,195.696,856.795
699,24,11,1,232.175,230.051,-48.7761,330.466
700,0,12,1,-380.006,400.556,21.4534,552.549
701,1,12,1,647.239,419.508,-15.3528,771.454
702,2,12,1,564.165,2050.46,-4.384,2126.66
703,3,12,1,-732.885,1423.79,-125.358,1606.25
704,4,12,1,-541.509,-77.861,23.9047,547.6
705,5,12,1,509.995,-387.503,63.1243,643.613
706,6,12,1,1127.3,1175.07,-194.344,1639.93
707,7,12,1,1054.0,1435.22,135.116,1785.78
708,8,12,1,-518.916,1346.15,-287.15,1471.0
709,9,12,1,-1254.81,-113.243,47.8675,1260.82
710,10,12,1,-391.846,-335.973,204.549,555.213
711,11,12,1,-237.301,416.504,-282.819,556.574
712,12,12,1,333.932,914.91,-20.4738,974.161
713,13,12,1,152.45,-4.01274,89.9948,177.076
714,14,12,1,-61.167,-400.833,-63.3675,410.395
715,15,12,1,13.3649,-173.782,-2.97679,174.32
716,16,12,1,-292.798,61.152,-2.2418,299.125
717,17,12,1,-57.3031,-153.797,-53.7068,172.689
718,18,12,1,678.34,-20.1159,289.288,737.725
719,19,12,1,480.876,-1165.67,-4.64467,1260.97
720,20,12,1,-426.189,-498.373,31.8888,656.529
721,21,12,1,-362.642,-230.229,-2.80095,429.561
722,22,12,1,-64.5465,-630.548,119.726,645.051
723,23,12,1,-138.659,760.937,-157.781,789.396
724,24,12,1,-284.865,204.208,-31.349,351.897
725,0,13,1,37.8282,-151.207,-26.4589,158.097
726,1,13,1,1774.73,900.217,-11.0008,1990.02
727,2,13,1,1378.54,-46.9884,-9.79017,1379.38
728,3,13,1,-1851.79,451.688,-8.15805,1906.1
729,4,13,1,-1528.14,329.6,25.2143,1563.49
730,5,13,1,1116.42,629.288,-1.54719,1281.56
731,6,13,1,1367.42,117.687,-6.6089,1372.49
732,7,13,1,657.069,-571.928,337.422,934.182
733,8,13,1,-803.219,-61.1005,-84.1469,809.923
734,9,13,1,-1718.43,-49.5888,646.61,1836.72
735,10,13,1,-340.133,370.118,1043.95,1158.67
736,11,13,1,571.678,104.374,-32.4306,582.032
737,12,13,1,129.511,1033.61,-4.49052,1041.7
738,13,13,1,-948.212,99.1969,-174.495,969.223
739,14,13,1,-495.062,-323.54,86.9651,597.769
740,15,13,1,235.76,-306.911,-0.935126,387.012
741,16,13,1,2.43438,-107.695,25.5402,110.709
742,17,13,1,235.571,14.3032,11.3384,236.277
743,18,13,1,74.4018,765.218,-2.25035,768.83
744,19,13,1,368.333,-501.897,-2.43014,622.555
745,20,13,1,476.932,-305.167,-4.02094,566.222
746,21,13,1,-285.225,318.958,-3.33077,427.901
747,22,13,1,315.563,265.133,-1.50503,412.162
748,23,13,1,0.609391,193.929,-4.69591,193.986
749,24,13,1,-881.282,-110.551,-14.2242,888.303
750,0,14,1,1722.84,-345.472,262.774,1776.68
751,1,14,1,751.458,71.1922,86.8564,759.803
752,2,14,1,115.636,-1852.2,-189.797,1865.49
753,3,14,1,-356.296,-1185.77,-5.15669,1238.15
754,4,14,1,-363.909,-13.3785,-371.02,519.87
755,5,14,1,298.082,199.29,170.486,397.033
756,6,14,1,-73.9182,-1213.27,-39.0421,1216.14
757,7,14,1,875.212,-1474.67,82.2977,1716.81
758,8,14,1,3.42309,-1801.76,1092.45,2107.08
759,9,14,1,-823.589,-353.829,1742.88,1959.88
760,10,14,1,-237.883,-125.993,-4.15221,269.22
761,11,14,1,426.19,-510.051,40.2123,665.888
762,12,14,1,328.754,-835.658,55.0296,899.684
763,13,14,1,-1204.7,-496.357,-128.272,1309.25
764,14,14,1,-467.275,99.8811,-0.784325,477.831
765,15,14,1,229.21,-76.3596,1.77637,241.601
766,16,14,1,28.4157,-187.308,-1.85555,189.46
767,17,14,1,815.61,444.568,102.735,934.567
768,18,14,1,162.14,37.8238,-5.30429,166.578
769,19,14,1,-589.509,119.869,-38.0285,602.773
770,20,14,1,394.666,-307.817,36.8961,501.871
771,21,14,1,207.658,-514.947,-4.36828,555.258
772,22,14,1,-189.576,613.953,174.246,665.762
773,23,14,1,-514.343,65.3078,-101.228,528.262
774,24,14,1,-893.824,-35.7572,308.951,946.388
775,0,15,1,871.156,-144.17,14.107,883.118
776,1,15,1,268.003,-995.858,187.409,1048.18
777,2,15,1,121.584,-1111.08,-159.391,1129.02
778,3,15,1,-12.967,-983.961,149.452,995.331
779,4,15,1,-143.089,-424.421,-44.1343,450.061
780,5,15,1,-83.4727,-542.32,112.009,560.022
781,6,15,1,-306.539,-1187.53,11.6533,1226.51
782,7,15,1,68.5756,-1007.56,402.967,1087.32
783,8,15,1,317.622,-2800.8,410.656,2848.51
784,9,15,1,-42.6557,-379.164,274.259,469.896
785,10,15,1,-496.355,-1238.94,-55.2409,1335.81
786,11,15,1,-137.987,-896.108,-43.1906,907.698
787,12,15,1,143.205,-2367.29,82.1661,2373.04
788,13,15,1,-12.6726,-1267.21,-53.6958,1268.41
789,14,15,1,-75.0651,16.7631,67.7607,102.505
790,15,15,1,-51.4293,-482.787,11.1834,485.648
791,16,15,1,523.362,-544.516,-25.0548,755.667
792,17,15,1,460.703,507.105,20.2226,685.428
793,18,15,1,-250.297,-1254.33,65.3006,1280.72
794,19,15,1,22.6914,-317.77,-132.542,345.051
795,20,15,1,-157.884,-29.9283,-45.6889,167.065
796,21,15,1,636.546,-1422.87,78.5653,1560.74
797,22,15,1,895.818,827.847,199.871,1236.03
798,23,15,1,-649.101,747.918,-253.33,1022.2
799,24,15,1,-1083.41,558.33,139.541,1226.78
800,0,0,2,9.78519,495.793,-31.4836,496.888
801,1,0,2,-23.0799,561.392,14.4915,562.053
802,2,0,2,-5.99424,807.849,13.5715,807.986
803,3,0,2,-1.91412,2053.41,0.619914,2053.41
804,4,0,2,26.8075,409.372,19.4842,410.711
805,5,0,2,36.5198,859.53,24.7498,860.662
806,6,0,2,-56.8415,748.13,-41.163,751.415
807,7,0,2,-39.2596,91.8572,-11.5556,100.561
808,8,0,2,34.3125,423.13,-21.8855,425.082
809,9,0,2,55.2711,1001.77,-31.6791,1003.79
810,10,0,2,-6.50621,1295.94,25.1044,1296.2
811,11,0,2,-57.6467,680.187,89.3064,688.443
812,12,0,2,-27.8659,147.135,44.9528,156.352
813,13,0,2,14.4657,143.536,-2.53458,144.285
814,14,0,2,3.20884,564.991,-10.2478,565.093
815,15,0,2,-17.9055,286.535,4.92545,287.136
816,16,0,2,-6.04891,46.363,10.0029,47.814
817,17,0,2,-0.721718,31.8205,5.20454,32.2514
818,18,0,2,0.270963,27.1301,0.112343,27.1317
819,19,0,2,2.41099,93.81,-2.57215,93.8763
820,20,0,2,0.384842,377.902,-3.96107,377.923
821,21,0,2,-0.439685,176.538,8.89512,176.763
822,22,0,2,57.0689,122.363,5.8998,135.146
823,23,0,2,92.3006,936.166,0.0,940.706
824,24,0,2,72.6236,1350.79,4.65385e-14,1352.74
825,0,1,2,75.385,262.591,-209.626,344.355
826,1,1,2,132.949,253.508,118.283,309.73
827,2,1,2,740.012,1193.95,-184.628,1416.77
828,3,1,2,-201.153,1680.52,19.7923,1692.63
829,4,1,2,-570.13,545.724,46.6201,790.593
830,5,1,2,205.899,596.773,169.617,653.684
831,6,1,2,-440.678,731.329,-230.801,884.482
832,7,1,2,-201.76,676.642,-63.3973,708.922
833,8,1,2,489.267,591.657,-403.803,867.465
834,9,1,2,491.675,875.602,-493.233,1118.8
835,10,1,2,-167.296,855.152,286.389,917.219
836,11,1,2,-632.048,817.794,542.876,1167.47
837,12,1,2,-296.192,412.99,179.442,538.971
838,13,1,2,223.394,523.539,-87.3979,575.878
839,14,1,2,74.7086,653.687,-92.7797,664.452
840,15,1,2,-277.22,480.981,142.028,573.032
841,16,1,2,-133.406,279.126,318.019,443.672
842,17,1,2,-10.3382,281.991,161.599,325.177
843,18,1,2,31.2657,245.37,1.0194,247.356
844,19,1,2,177.797,271.357,-136.711,352.046
845,20,1,2,41.7489,651.218,-167.202,673.635
846,21,1,2,-128.209,435.652,257.46,522.03
847,22,1,2,436.883,233.102,253.283,556.198
848,23,1,2,706.514,511.147,70.0404,874.836
849,24,1,2,487.246,613.348,1.86154e-13,783.329
850,0,2,2,-8.38086,-94.2057,-187.119,209.663
851,1,2,2,908.282,1021.28,143.306,1374.24
852,2,2,2,1421.02,681.283,-193.553,1587.73
853,3,2,2,-650.143,-375.715,3.72308e-13,750.898
854,4,2,2,-1056.94,217.153,252.689,1108.21
855,5,2,2,222.125,394.481,-4.89517,452.746
856,6,2,2,23.0273,541.225,133.252,557.863
857,7,2,2,-178.932,724.087,19.7727,746.13
858,8,2,2,233.273,383.133,47.8577,451.107
859,9,2,2,318.766,299.761,140.551,459.59
860,10,2,2,-64.3143,76.7283,-71.2616,122.889
861,11,2,2,-499.808,133.861,-232.622,567.31
862,12,2,2,-322.122,620.767,-361.139,787.105
863,13,2,2,255.163,793.936,77.1171,837.491
864,14,2,2,-39.349,662.555,109.684,672.724
865,15,2,2,-392.467,462.752,239.267,652.241
866,16,2,2,-205.039,324.619,470.968,607.642
867,17,2,2,-34.4784,546.152,185.81,577.924
868,18,2,2,-10.3622,335.354,-56.0893,340.17
869,19,2,2,408.26,300.753,-427.385,663.164
870,20,2,2,164.68,195.918,-107.17,277.469
871,21,2,2,-418.556,298.228,431.072,670.785
872,22,2,2,132.564,559.711,478.795,748.394
873,23,2,2,472.547,139.53,464.201,676.943
874,24,2,2,277.026,-361.532,284.785,537.17
875,0,3,2,2306.37,-103.722,-0.967916,2308.7
876,1,3,2,908.437,1021.02,5.58462e-13,1366.65
877,2,3,2,-656.988,-179.333,-101.151,688.494
878,3,3,2,-665.282,-1627.44,-45.0802,1758.75
879,4,3,2,200.066,-223.819,874.316,924.419
880,5,3,2,529.97,-493.41,598.498,939.426
881,6,3,2,-111.072,-611.555,6.72443,621.596
882,7,3,2,-359.852,-552.529,-35.8906,660.355
883,8,3,2,64.941,-362.65,-27.6608,369.455
884,9,3,2,185.271,-420.358,115.454,473.662
885,10,3,2,-333.196,-589.192,460.616,818.739
886,11,3,2,-88.0098,-503.367,301.452,593.293
887,12,3,2,363.884,-70.8764,454.701,586.675
888,13,3,2,265.182,-180.063,734.027,800.962
889,14,3,2,-256.476,-332.615,638.772,764.488
890,15,3,2,-615.156,-213.622,171.046,673.281
891,16,3,2,-50.006,128.342,237.654,274.685
892,17,3,2,0.397391,434.418,160.337,463.063
893,18,3,2,-214.133,185.561,-108.68,303.475
894,19,3,2,38.3611,135.188,-110.936,179.037
895,20,3,2,39.2237,-89.7563,19.738,99.9214
896,21,3,2,235.584,271.38,844.307,917.606
897,22,3,2,278.185,498.242,769.983,958.387
898,23,3,2,-214.73,126.818,1178.0,1204.1
899,24,3,2,-514.878,110.279,1066.83,1189.7
900,0,4,2,2241.1,38.076,753.984,2364.84
901,1,4,2,832.671,-1217.45,119.032,1479.76
902,2,4,2,-1227.45,-1004.6,123.918,1590.98
903,3,4,2,-694.629,-488.894,22.736,849.731
904,4,4,2,77.0979,3.86748,-21.4686,80.1245
905,5,4,2,-165.612,-701.454,-90.8035,726.437
906,6,4,2,-36.0918,-947.934,-253.243,981.842
907,7,4,2,69.9732,-742.606,-238.057,782.963
908,8,4,2,365.444,-269.317,-240.81,513.878
909,9,4,2,92.2241,-365.405,-42.184,379.217
910,10,4,2,-147.323,-476.562,6.80397,498.861
911,11,4,2,18.507,170.981,76.9617,188.415
912,12,4,2,1.18273,-109.722,-13.1799,110.517
913,13,4,2,-6.57598,-679.543,122.098,690.456
914,14,4,2,-72.9083,-721.3,225.996,759.384
915,15,4,2,68.4914,-402.735,-66.8323,413.948
916,16,4,2,443.001,-207.022,500.561,699.764
917,17,4,2,22.7398,-343.158,101.005,358.436
918,18,4,2,-309.593,-14.5957,155.259,346.65
919,19,4,2,132.943,-6.54032,256.025,288.557
920,20,4,2,300.871,115.72,322.66,456.096
921,21,4,2,169.442,261.343,277.621,417.234
922,22,4,2,-11.9976,412.393,-8.14106,412.648
923,23,4,2,84.5842,551.79,-54.5771,560.897
924,24,4,2,243.947,1493.91,26.529,1513.93
925,0,5,2,-204.682,294.007,300.37,467.501
926,1,5,2,-134.243,-1147.29,71.5236,1157.33
927,2,5,2,71.567,-811.195,45.5835,815.62
928,3,5,2,343.19,471.659,-82.5166,589.11
929,4,5,2,-12.4947,129.174,1.86154e-13,129.776
930,5,5,2,-421.831,-71.3245,86.5055,436.477
931,6,5,2,-152.224,-130.024,-103.619,225.423
932,7,5,2,318.765,180.079,-8.36963,366.209
933,8,5,2,442.142,285.378,162.674,550.812
934,9,5,2,-21.9746,-26.5625,105.124,110.633
935,10,5,2,203.19,475.878,144.752,537.307
936,11,5,2,278.831,-44.2593,72.4432,291.468
937,12,5,2,-486.64,470.868,-130.477,689.608
938,13,5,2,-346.397,338.252,42.1753,485.988
939,14,5,2,20.3315,-255.579,138.133,291.229
940,15,5,2,-100.878,-7.68093,-150.57,181.402
941,16,5,2,9.57139,1116.54,-49.6599,1117.69
942,17,5,2,192.824,980.572,67.1579,1001.61
943,18,5,2,122.484,18.1941,228.264,259.688
944,19,5,2,168.676,444.78,317.354,571.834
945,20,5,2,307.107,258.745,217.074,456.492
946,21,5,2,532.257,477.908,572.028,915.92
947,22,5,2,568.631,93.5695,424.833,715.947
948,23,5,2,866.785,681.098,-383.274,1167.1
949,24,5,2,1369.36,-120.586,63.5938,1376.13
950,0,6,2,-641.498,155.438,1.86154e-13,660.061
951,1,6,2,-272.531,-45.345,99.8584,293.77
952,2,6,2,391.503,193.014,458.594,633.117
953,3,6,2,245.74,373.179,165.927,476.637
954,4,6,2,-465.886,-51.8809,-465.031,660.3
955,5,6,2,-424.809,-121.039,-383.578,585.017
956,6,6,2,215.311,67.6186,-29.0473,227.541
957,7,6,2,485.376,501.695,-53.5197,700.108
958,8,6,2,158.802,534.947,-6.72942,558.061
959,9,6,2,282.724,363.524,-142.196,481.977
960,10,6,2,-165.02,1273.07,4.83705,1283.73
961,11,6,2,13.4976,137.631,-342.366,369.241
962,12,6,2,383.694,222.501,-472.299,647.915
963,13,6,2,-733.023,544.903,343.485,975.82
964,14,6,2,-418.842,-70.9701,74.7083,431.331
965,15,6,2,1440.61,292.684,-212.058,1485.26
966,16,6,2,1431.25,1686.2,-893.708,2385.47
967,17,6,2,-1075.61,1564.43,767.191,2047.67
968,18,6,2,-845.385,92.4355,1286.69,1542.33
969,19,6,2,373.493,53.5791,356.546,519.127
970,20,6,2,333.999,-12.8091,-328.284,468.498
971,21,6,2,4.2668,367.476,456.082,585.72
972,22,6,2,191.193,-405.506,804.738,921.191
973,23,6,2,-129.571,-932.9,854.271,1271.56
974,24,6,2,-1359.42,-1467.6,121.868,2004.18
975,0,7,2,-606.249,-411.995,-24.6882,733.408
976,1,7,2,-96.6677,-66.5644,168.143,205.055
977,2,7,2,490.091,-123.815,551.701,748.26
978,3,7,2,98.295,-487.906,181.344,529.716
979,4,7,2,-506.713,-421.256,-458.091,802.535
980,5,7,2,-302.332,-41.6118,-295.757,424.98
981,6,7,2,470.51,1.10327,-33.5025,471.702
982,7,7,2,786.093,-151.063,-2.66829,800.481
983,8,7,2,303.972,-246.637,1.86154e-13,391.444
984,9,7,2,716.147,-68.7095,120.923,729.527
985,10,7,2,-22.7037,198.974,7.89641,200.421
986,11,7,2,-771.736,214.131,-260.245,842.114
987,12,7,2,-79.3673,-511.209,48.1248,519.567
988,13,7,2,-639.868,-577.918,593.548,1046.77
989,14,7,2,-231.888,115.527,350.792,436.089
990,15,7,2,1656.29,785.839,242.014,1849.16
991,16,7,2,1281.31,-464.177,-160.004,1372.16
992,17,7,2,-1400.94,-1291.8,1263.26,2286.31
993,18,7,2,-1388.36,100.681,1104.11,1776.73
994,19,7,2,63.4319,-712.575,240.017,754.583
995,20,7,2,621.004,-322.083,180.352,722.434
996,21,7,2,139.56,-201.591,-10.9866,245.431
997,22,7,2,-731.745,-273.173,28.2751,781.584
998,23,7,2,-195.307,-1161.76,-216.096,1197.71
999,24,7,2,299.962,-517.927,14.5261,598.695
1000,0,8,2,49.3634,-86.8062,100.988,142.023
1001,1,8,2,15.6493,215.949,-19.4115,217.384
1002,2,8,2,-29.8377,-29.6396,-36.9557,55.9867
1003,3,8,2,-51.702,-401.073,-108.062,418.581
