ID,X,Y,Z,Gradient_X,Gradient_Y,Gradient_Z,Magnitude
8535,10,5,21,255.901,-1560.86,1347.14,2077.63
8536,11,5,21,-51.686,392.099,870.277,955.926
8537,12,5,21,1479.3,-1694.97,-1365.74,2631.82
8538,13,5,21,609.287,-1150.39,-651.27,1455.6
8539,14,5,21,-2127.81,-1757.59,1828.04,3310.35
8540,15,5,21,-1570.25,134.075,154.841,1583.55
8541,16,5,21,-644.706,-133.37,-567.086,868.919
8542,17,5,21,-584.853,-613.883,-229.133,878.298
8543,18,5,21,778.423,-753.675,-116.465,1089.74
8544,19,5,21,2303.87,342.407,-177.78,2335.95
8545,20,5,21,1229.0,-1129.62,-612.144,1777.98
8546,21,5,21,-910.638,-961.055,1219.7,1800.16
8547,22,5,21,-1342.48,889.346,3.68655,1610.34
8548,23,5,21,-669.602,-79.2077,-470.715,822.322
8549,24,5,21,-45.6346,1351.01,-905.479,1627.02
8550,0,6,21,600.067,146.219,-208.131,651.751
8551,1,6,21,-211.546,-426.331,236.191,531.315
8552,2,6,21,-692.986,-249.2,0.879317,736.431
8553,3,6,21,-259.434,-122.072,96.1721,302.418
8554,4,6,21,-131.625,85.2545,252.584,297.308
8555,5,6,21,-26.3853,-38.2902,257.097,261.268
8556,6,6,21,381.782,-456.427,115.782,606.209
8557,7,6,21,578.254,1003.94,23.8415,1158.81
8558,8,6,21,212.309,1415.32,123.69,1436.49
8559,9,6,21,116.946,-384.172,-110.468,416.495
8560,10,6,21,858.838,1172.97,974.382,1750.11
8561,11,6,21,683.275,826.53,815.892,1347.48
8562,12,6,21,361.077,-18.6019,533.834,644.749
8563,13,6,21,-930.31,-1103.09,-717.548,1611.57
8564,14,6,21,-1300.67,-1800.64,-448.228,2266.05
8565,15,6,21,-77.0291,-653.023,333.685,737.372
8566,16,6,21,-8.23396,-331.212,-106.192,347.917
8567,17,6,21,-365.161,559.879,-36.3484,669.424
8568,18,6,21,81.5097,30.6531,-6.05855,87.2935
8569,19,6,21,991.54,-221.216,177.937,1031.38
8570,20,6,21,504.583,-704.964,64.8317,869.357
8571,21,6,21,177.926,-951.713,-48.8865,969.435
8572,22,6,21,-415.07,-435.797,-52.1733,604.09
8573,23,6,21,574.682,530.833,1168.25,1406.0
8574,24,6,21,2202.42,983.922,440.143,2452.03
8575,0,7,21,-261.088,788.621,-46.9443,832.042
8576,1,7,21,-199.709,516.824,-172.51,580.302
8577,2,7,21,-240.989,1263.97,187.246,1300.29
8578,3,7,21,-249.773,78.4038,297.063,395.955
8579,4,7,21,-139.1,79.9544,309.605,348.708
8580,5,7,21,78.8427,311.001,262.643,414.632
8581,6,7,21,1466.84,38.0095,200.64,1480.99
8582,7,7,21,1286.62,229.717,320.944,1345.8
8583,8,7,21,-698.135,1041.99,-376.741,1309.61
8584,9,7,21,1377.94,1061.76,522.731,1816.39
8585,10,7,21,1466.6,1182.29,563.054,1966.16
8586,11,7,21,-1243.26,-203.376,-1318.61,1823.68
8587,12,7,21,-450.321,-1043.79,880.029,1437.62
8588,13,7,21,-1172.76,-666.634,-881.579,1611.5
8589,14,7,21,-1677.73,442.292,-867.917,1940.02
8590,15,7,21,-100.817,332.191,-270.095,439.848
8591,16,7,21,568.196,1616.07,-296.463,1738.51
8592,17,7,21,-222.987,736.819,140.439,782.527
8593,18,7,21,-2.67298,251.979,251.389,355.945
8594,19,7,21,1568.25,300.308,1460.5,2163.94
8595,20,7,21,498.505,547.316,346.926,817.569
8596,21,7,21,-641.471,576.993,-1096.09,1394.92
8597,22,7,21,140.07,-134.92,-208.863,285.389
8598,23,7,21,750.118,817.103,-22.6869,1109.44
8599,24,7,21,860.543,-1160.76,116.323,1449.63
8600,0,8,21,56.4739,163.677,-127.324,214.92
8601,1,8,21,263.801,471.401,-132.568,556.223
8602,2,8,21,-1131.41,635.421,319.444,1336.37
8603,3,8,21,-1443.45,140.335,371.158,1496.99
8604,4,8,21,100.972,513.292,117.033,536.06
8605,5,8,21,-68.3301,789.814,194.231,816.211
8606,6,8,21,300.499,585.999,70.3848,662.305
8607,7,8,21,1582.23,-528.829,256.769,1687.91
8608,8,8,21,1044.35,-765.671,4.22147,1294.97
8609,9,8,21,257.249,580.899,4.2425,635.326
8610,10,8,21,-406.297,-2221.05,258.507,2272.65
8611,11,8,21,-1542.81,-2093.73,-904.673,2753.62
8612,12,8,21,-102.181,-1035.05,229.764,1065.16
8613,13,8,21,555.773,-1208.89,-58.825,1331.83
8614,14,8,21,-301.844,373.719,233.411,534.094
8615,15,8,21,1096.75,1341.12,1043.17,2022.29
8616,16,8,21,396.393,2053.88,2.52747,2091.79
8617,17,8,21,-1729.25,601.664,-519.518,1903.21
8618,18,8,21,-355.001,40.1683,0.819273,357.268
8619,19,8,21,1286.88,255.932,342.66,1356.09
8620,20,8,21,781.268,-843.642,-335.912,1197.89
8621,21,8,21,-504.31,-338.359,226.791,648.266
8622,22,8,21,-174.959,-430.75,-1083.66,1179.19
8623,23,8,21,-451.159,-623.06,340.936,841.419
8624,24,8,21,-1753.31,-1561.56,1115.38,2599.35
8625,0,9,21,354.36,-499.853,46.8181,614.505
8626,1,9,21,272.036,-1267.59,-410.02,1359.74
8627,2,9,21,-572.056,-943.248,363.34,1161.46
8628,3,9,21,-371.903,832.92,52.708,913.699
8629,4,9,21,510.379,856.347,-350.008,1056.56
8630,5,9,21,151.55,1264.86,-102.093,1277.99
8631,6,9,21,148.202,2221.1,477.965,2276.77
8632,7,9,21,-65.0485,1872.26,373.314,1910.23
8633,8,9,21,411.593,-244.993,191.198,515.739
8634,9,9,21,-77.4378,-741.0,18.408,745.262
8635,10,9,21,-1208.03,-1605.15,-693.041,2125.13
8636,11,9,21,-57.2668,-10.4106,375.884,380.364
8637,12,9,21,434.522,2040.97,162.811,2093.05
8638,13,9,21,236.013,1043.33,-258.054,1100.38
8639,14,9,21,872.276,-360.248,184.475,961.6
8640,15,9,21,1579.35,21.7108,1117.74,1934.98
8641,16,9,21,-171.261,-1414.26,-44.8638,1425.3
8642,17,9,21,-2236.7,-1053.37,-1687.89,2993.56
8643,18,9,21,-348.405,80.4742,-130.313,380.583
8644,19,9,21,684.439,-536.908,184.163,889.181
8645,20,9,21,-95.7858,-1235.29,-263.663,1266.74
8646,21,9,21,-228.579,-1341.1,171.712,1371.23
8647,22,9,21,-144.632,13.5795,19.1097,146.519
8648,23,9,21,-380.693,-641.735,-94.3403,752.098
8649,24,9,21,-1016.46,296.578,33.5629,1059.37
8650,0,10,21,-1478.99,-170.734,49.9416,1489.65
8651,1,10,21,-179.594,-846.787,36.0679,866.374
8652,2,10,21,969.099,-690.363,-920.452,1504.32
8653,3,10,21,356.147,141.666,-733.33,827.456
8654,4,10,21,532.907,-270.795,361.687,698.669
8655,5,10,21,1296.42,-94.0451,4.04215,1299.83
8656,6,10,21,907.907,1708.04,-84.7468,1936.2
8657,7,10,21,-883.856,540.739,988.061,1431.74
8658,8,10,21,-1568.91,182.058,-1024.2,1882.45
8659,9,10,21,-1102.91,-791.07,-209.122,1373.29
8660,10,10,21,324.292,333.372,459.747,653.964
8661,11,10,21,2103.32,1400.59,2255.1,3386.9
8662,12,10,21,951.562,1417.75,707.29,1848.18
8663,13,10,21,-1845.45,748.638,-1774.35,2667.29
8664,14,10,21,-1323.47,-238.819,-1454.3,1980.8
8665,15,10,21,42.7334,-745.397,-55.4073,748.674
8666,16,10,21,-678.687,-399.405,-109.989,795.134
8667,17,10,21,-234.514,-72.5242,-389.346,460.268
8668,18,10,21,161.46,1280.39,36.6834,1291.05
8669,19,10,21,-28.8841,412.228,246.292,481.067
8670,20,10,21,-22.9209,339.081,26.3252,340.873
8671,21,10,21,744.556,414.53,0.914536,852.174
8672,22,10,21,524.402,384.061,205.7,681.772
8673,23,10,21,-168.16,630.594,-419.163,775.645
8674,24,10,21,123.316,649.368,131.629,673.953
8675,0,11,21,-997.746,-314.714,18.1932,1046.36
8676,1,11,21,-247.593,915.949,-164.201,962.927
8677,2,11,21,416.397,-359.054,-518.037,755.426
8678,3,11,21,47.6654,-863.641,-311.614,919.375
8679,4,11,21,274.668,-925.7,94.9664,970.248
8680,5,11,21,2130.38,-1373.26,83.0224,2535.99
8681,6,11,21,782.986,-1939.61,-1339.79,2483.99
8682,7,11,21,-1591.03,-1283.82,-365.93,2076.89
8683,8,11,21,-920.216,79.6671,-45.3738,924.772
8684,9,11,21,73.8757,-99.0277,-740.097,750.338
8685,10,11,21,983.629,1120.17,739.484,1664.08
8686,11,11,21,1027.11,696.083,360.583,1292.1
8687,12,11,21,-217.428,-1695.38,609.942,1814.84
8688,13,11,21,-1420.56,-1408.5,-1385.55,2433.44
8689,14,11,21,-621.76,572.14,-382.469,927.476
8690,15,11,21,1418.76,-59.0436,187.752,1432.35
8691,16,11,21,501.613,1532.17,4.97612,1612.2
8692,17,11,21,-556.911,969.742,3.12875,1118.28
8693,18,11,21,136.347,681.095,36.6889,695.577
8694,19,11,21,-256.865,681.854,91.5211,734.358
8695,20,11,21,-93.4836,238.768,-81.6735,269.109
8696,21,11,21,-183.599,1398.87,-9.58688,1410.9
8697,22,11,21,71.432,-265.443,-45.4694,278.621
8698,23,11,21,-115.386,480.272,47.4454,496.212
8699,24,11,21,-978.909,-74.9427,-88.0996,985.719
8700,0,12,21,982.336,371.101,-502.339,1164.06
8701,1,12,21,-223.933,1483.46,174.614,1510.39
8702,2,12,21,-810.491,1691.02,389.495,1915.25
8703,3,12,21,-210.499,1292.68,9.64668,1309.75
8704,4,12,21,23.2872,307.838,-45.7067,312.082
8705,5,12,21,282.509,266.363,-67.8982,394.171
8706,6,12,21,997.351,-1633.6,724.25,2046.43
8707,7,12,21,1135.42,-389.206,827.436,1457.85
8708,8,12,21,-384.123,439.982,-124.992,597.292
8709,9,12,21,-62.4039,841.888,-782.476,1151.06
8710,10,12,21,1119.4,1091.01,693.126,1709.91
8711,11,12,21,-712.243,-358.434,-455.506,918.286
8712,12,12,21,-1153.02,-1226.65,-515.863,1760.75
8713,13,12,21,422.078,-925.709,-106.551,1022.96
8714,14,12,21,25.9907,304.953,37.2577,308.318
8715,15,12,21,1002.76,155.75,47.8121,1015.91
8716,16,12,21,350.098,-733.616,5.43586,812.89
8717,17,12,21,-1085.59,-198.482,93.1134,1107.51
8718,18,12,21,-126.427,-272.873,2.71693,300.75
8719,19,12,21,-471.212,-291.042,2.67969,553.853
8720,20,12,21,694.093,-24.4573,116.928,704.298
8721,21,12,21,240.346,482.164,-66.7935,542.872
8722,22,12,21,-394.195,-40.9801,-198.188,443.111
8723,23,12,21,22.3399,-479.955,123.059,495.983
8724,24,12,21,-987.113,86.3854,260.14,1024.46
8725,0,13,21,1226.97,56.5377,-626.007,1378.6
8726,1,13,21,1072.33,-66.7405,211.035,1094.93
8727,2,13,21,225.624,1602.87,-25.1568,1618.87
8728,3,13,21,-1335.52,1435.59,4.40406,1960.76
8729,4,13,21,-751.652,658.922,-283.048,1038.88
8730,5,13,21,188.946,1253.16,-463.772,1349.52
8731,6,13,21,127.416,1169.21,-60.3353,1177.68
8732,7,13,21,482.552,-407.698,86.0332,637.555
8733,8,13,21,310.878,-32.9504,-99.4252,328.049
8734,9,13,21,724.904,1041.3,53.4625,1269.9
8735,10,13,21,-216.693,137.079,-7.10554,256.509
8736,11,13,21,-1290.54,-527.677,-395.019,1449.13
8737,12,13,21,-784.703,293.334,-16.1579,837.893
8738,13,13,21,111.041,108.101,-70.5066,170.256
8739,14,13,21,459.699,192.413,284.358,573.764
8740,15,13,21,380.192,350.218,74.2735,522.221
8741,16,13,21,147.381,-653.994,-130.299,682.94
8742,17,13,21,-96.1682,-17.9306,99.098,139.249
8743,18,13,21,43.7874,1006.26,-202.066,1027.28
8744,19,13,21,-8.44962,250.196,49.1603,255.12
8745,20,13,21,679.723,602.921,2.87671,908.595
8746,21,13,21,-200.122,32.4548,67.5473,213.693
8747,22,13,21,-890.687,336.592,-135.912,961.816
8748,23,13,21,11.9794,321.691,202.428,380.27
8749,24,13,21,153.771,-183.888,-62.5202,247.728
8750,0,14,21,735.779,-781.745,-43.8713,1074.44
8751,1,14,21,1322.4,-832.872,197.499,1575.25
8752,2,14,21,691.843,-729.003,22.0707,1005.28
8753,3,14,21,-1154.45,-942.962,113.091,1494.9
8754,4,14,21,-159.142,188.454,-360.359,436.692
8755,5,14,21,792.799,-127.381,-194.194,826.116
8756,6,14,21,-663.511,-368.677,3.92711,759.069
8757,7,14,21,-66.7405,-921.238,-568.114,1084.38
8758,8,14,21,1064.88,-850.73,333.852,1403.27
8759,9,14,21,107.626,670.271,21.7482,679.205
8760,10,14,21,-449.575,-390.204,10.3286,595.385
8761,11,14,21,-555.987,-170.133,6.50713,581.472
8762,12,14,21,-517.241,-33.4006,-132.546,534.998
8763,13,14,21,321.156,601.804,408.707,795.205
8764,14,14,21,268.107,439.251,240.042,567.841
8765,15,14,21,156.358,-26.2884,-342.624,377.532
8766,16,14,21,-18.0503,-919.189,389.901,998.628
8767,17,14,21,574.662,48.3987,-115.091,588.068
8768,18,14,21,141.7,507.397,-48.291,529.021
8769,19,14,21,-874.548,-359.89,3.30633,945.71
8770,20,14,21,476.352,203.712,-29.8356,518.941
8771,21,14,21,-25.9831,-961.501,85.0921,965.609
8772,22,14,21,-104.959,-313.255,56.3903,335.149
8773,23,14,21,-498.14,230.493,4.2365,548.898
8774,24,14,21,-1998.27,-543.49,76.8243,2072.29
8775,0,15,21,1124.71,-911.33,47.4935,1448.36
8776,1,15,21,1125.07,-522.397,45.2125,1241.26
8777,2,15,21,115.533,-1305.98,3.16234,1311.09
8778,3,15,21,-418.064,-1675.02,-110.233,1729.92
8779,4,15,21,63.9295,166.784,-209.676,275.441
8780,5,15,21,-368.185,-1228.87,-57.6465,1284.14
8781,6,15,21,-666.44,-2155.18,-80.6162,2257.31
8782,7,15,21,0.499002,-1234.73,31.717,1235.14
8783,8,15,21,1902.39,-2020.7,788.556,2885.16
8784,9,15,21,1185.43,440.291,340.047,1309.48
8785,10,15,21,-1057.1,134.903,-1077.42,1515.42
8786,11,15,21,-933.739,-774.753,80.3888,1215.97
8787,12,15,21,-12.7669,-620.601,-111.365,630.643
8788,13,15,21,583.693,234.196,976.778,1161.74
8789,14,15,21,-168.393,-95.5272,367.491,415.369
8790,15,15,21,-978.249,-638.804,-28.7367,1168.7
8791,16,15,21,222.068,-2364.74,-14.6551,2375.19
8792,17,15,21,1330.42,-158.569,2.75286,1339.84
8793,18,15,21,-364.501,-853.228,142.311,938.676
8794,19,15,21,-312.134,-1170.97,263.752,1240.23
8795,20,15,21,78.1118,271.6,-63.6803,289.695
8796,21,15,21,-717.089,-1967.45,-110.612,2096.98
8797,22,15,21,301.307,-1110.61,-31.2877,1151.18
8798,23,15,21,-218.256,-1154.92,51.0561,1176.47
8799,24,15,21,-1394.2,-550.844,1.04429,1499.07
8800,0,0,22,-10.3608,1249.75,7.18761,1249.82
8801,1,0,22,-9.50181,604.608,21.9348,605.081
8802,2,0,22,-2.31884,56.569,9.14154,57.3497
8803,3,0,22,1.78239,630.741,-7.98017,630.794
8804,4,0,22,-1.18319,576.18,-6.22529,576.215
8805,5,0,22,-2.26342,169.336,-2.22398,169.365
8806,6,0,22,-1.36241,7.72675,0.00192208,7.84594
8807,7,0,22,-0.0619777,4.83173,0.00894726,4.83214
8808,8,0,22,0.582882,5.10889,-0.0989671,5.14299
8809,9,0,22,5.63381,36.0542,-5.32984,36.8789
8810,10,0,22,2.41861,298.507,-35.632,300.636
8811,11,0,22,-5.40603,148.832,-14.7711,149.661
8812,12,0,22,-2.22993,79.5578,0.371622,79.59
8813,13,0,22,2.38396,105.153,6.87135,105.405
8814,14,0,22,20.9933,229.316,4.22054,230.314
8815,15,0,22,37.9879,1336.6,24.4829,1337.36
8816,16,0,22,-16.7247,1762.24,-26.3718,1762.52
8817,17,0,22,-40.5997,305.719,-16.4384,308.841
8818,18,0,22,-5.04014,3.64007,-0.395856,6.22976
8819,19,0,22,0.0,3.12335,0.0,3.12335
8820,20,0,22,0.784208,26.7767,0.0,26.7882
8821,21,0,22,36.6663,32.8522,1.61776,49.2575
8822,22,0,22,113.308,1024.09,34.7094,1030.93
8823,23,0,22,-8.53608,2391.1,-0.922221,2391.11
8824,24,0,22,-171.923,829.597,-27.4353,847.669
8825,0,1,22,-655.504,2117.72,328.19,2241.01
8826,1,1,22,-606.093,773.778,974.35,1383.99
8827,2,1,22,10.7475,365.688,397.75,540.415
8828,3,1,22,261.588,1577.08,-375.11,1642.05
8829,4,1,22,-231.886,1544.97,-243.656,1581.16
8830,5,1,22,-286.49,249.133,-98.2307,392.165
8831,6,1,22,-83.6143,123.844,1.56226,149.436
8832,7,1,22,-1.37091,231.929,-0.0623698,231.933
8833,8,1,22,16.1941,174.377,-6.95689,175.266
8834,9,1,22,152.333,163.153,-136.023,261.393
8835,10,1,22,58.8075,248.302,-570.477,624.945
8836,11,1,22,-114.881,404.943,-259.541,494.508
8837,12,1,22,-24.0693,318.187,4.01478,319.121
8838,13,1,22,77.263,300.728,13.7593,310.8
8839,14,1,22,636.716,244.83,122.246,693.032
8840,15,1,22,804.45,1215.88,555.826,1560.27
8841,16,1,22,-532.165,1323.15,-425.849,1488.38
8842,17,1,22,-919.899,254.109,-389.302,1030.7
8843,18,1,22,-156.338,13.7006,-10.4729,157.286
8844,19,1,22,11.5683,87.3337,10.6696,88.7403
8845,20,1,22,15.6486,494.523,0.224379,494.77
8846,21,1,22,535.324,650.305,1.53602,842.301
8847,22,1,22,1292.43,793.204,378.06,1562.84
8848,23,1,22,-105.783,1263.75,-10.586,1268.21
8849,24,1,22,-1733.42,427.299,-367.476,1822.74
8850,0,2,22,-2698.24,430.33,593.126,2795.98
8851,1,2,22,-1761.53,1098.75,1839.85,2774.04
8852,2,2,22,800.988,1450.3,607.968,1764.82
8853,3,2,22,1181.07,918.237,-146.177,1503.14
8854,4,2,22,-1329.13,759.537,-1.7615,1530.85
8855,5,2,22,-1423.39,67.0066,-145.3,1432.36
8856,6,2,22,-18.5666,534.822,171.689,562.011
8857,7,2,22,50.4716,814.702,16.1816,816.424
8858,8,2,22,-68.1937,591.915,-228.229,638.046
8859,9,2,22,79.5581,771.104,-337.648,845.54
8860,10,2,22,244.209,567.142,-544.127,823.02
8861,11,2,22,64.4792,1388.57,68.0301,1391.73
8862,12,2,22,-106.444,2997.37,-8.18962,2999.27
8863,13,2,22,-70.9728,945.745,-60.919,950.359
8864,14,2,22,936.146,295.598,259.403,1015.4
8865,15,2,22,1116.31,58.5316,698.286,1318.02
8866,16,2,22,-978.497,309.841,-386.13,1096.61
8867,17,2,22,-1350.05,781.58,-453.793,1624.63
8868,18,2,22,-171.816,148.149,-62.2227,235.245
8869,19,2,22,480.822,390.48,311.773,693.446
8870,20,2,22,563.755,1022.99,-3.9973,1168.05
8871,21,2,22,335.348,1510.01,-492.822,1623.41
8872,22,2,22,726.75,1149.33,246.653,1382.01
8873,23,2,22,-374.441,-704.052,-43.088,798.593
8874,24,2,22,-1844.82,-63.2706,46.8612,1846.5
8875,0,3,22,681.335,-1838.09,920.722,2165.76
8876,1,3,22,413.879,74.7194,18.7319,420.987
8877,2,3,22,-169.765,576.52,-1.6839,600.998
8878,3,3,22,-429.177,-1307.42,192.505,1389.46
8879,4,3,22,-1083.12,-1188.77,313.453,1638.46
8880,5,3,22,-511.205,146.968,133.934,548.515
8881,6,3,22,664.081,648.672,465.787,1038.62
8882,7,3,22,55.722,200.719,76.4923,221.911
8883,8,3,22,-27.403,213.978,-125.126,249.387
8884,9,3,22,127.56,1318.46,-84.8685,1327.33
8885,10,3,22,676.27,2148.25,-23.2712,2252.3
8886,11,3,22,2315.35,1294.97,1129.25,2883.22
8887,12,3,22,-466.891,2821.37,-78.1213,2860.81
8888,13,3,22,-2624.51,2023.06,-477.122,3347.91
8889,14,3,22,-250.497,2780.0,443.867,2826.34
8890,15,3,22,818.693,-320.598,1101.23,1409.17
8891,16,3,22,190.883,-429.155,304.477,559.747
8892,17,3,22,-1081.59,424.555,-1007.95,1538.2
8893,18,3,22,-547.438,107.243,-823.514,994.668
8894,19,3,22,886.406,73.9652,198.218,911.305
8895,20,3,22,1135.18,971.473,-1.17985,1494.12
8896,21,3,22,661.668,1762.77,-578.142,1969.62
8897,22,3,22,-921.629,-206.997,366.541,1013.21
8898,23,3,22,-1318.38,-584.178,-31.7709,1442.36
8899,24,3,22,-451.861,-17.0425,159.001,479.322
8900,0,4,22,1127.38,-575.144,119.88,1271.27
8901,1,4,22,653.078,-448.289,-142.885,804.916
8902,2,4,22,-581.153,-874.171,-35.254,1050.31
8903,3,4,22,-584.223,-994.629,228.087,1175.85
8904,4,4,22,125.256,-1032.43,-202.523,1059.53
8905,5,4,22,414.05,-57.9514,160.246,447.744
8906,6,4,22,35.1846,-299.228,-3.18354,301.306
8907,7,4,22,-384.223,-744.393,-207.73,863.076
8908,8,4,22,1049.55,-550.913,300.687,1222.89
8909,9,4,22,2013.83,378.713,-1147.96,2348.77
8910,10,4,22,220.716,1357.69,77.3058,1377.69
8911,11,4,22,737.598,-6.26764,1285.3,1481.92
8912,12,4,22,621.648,-2440.76,-241.043,2530.19
8913,13,4,22,-112.338,1276.01,-1752.77,2170.95
8914,14,4,22,-1407.51,2491.66,633.755,2931.06
8915,15,4,22,-2092.85,17.4127,1435.73,2538.04
8916,16,4,22,-233.343,-993.625,71.685,1023.17
8917,17,4,22,-813.651,-792.978,-1059.25,1553.34
8918,18,4,22,-522.406,-105.757,-819.011,977.175
8919,19,4,22,1345.05,651.569,-142.84,1501.37
8920,20,4,22,2252.56,949.506,-1454.48,2844.49
8921,21,4,22,-843.122,1031.44,173.237,1343.4
8922,22,4,22,-1620.2,-225.608,736.753,1794.09
8923,23,4,22,-184.486,217.375,-15.7749,285.545
8924,24,4,22,-710.547,634.249,67.8269,954.856
8925,0,5,22,935.045,70.3681,105.355,943.589
8926,1,5,22,114.852,-69.1704,128.321,185.585
8927,2,5,22,-716.105,-591.545,-0.688708,928.834
8928,3,5,22,-587.433,-32.7844,-66.3092,592.072
8929,4,5,22,-146.438,-102.754,-12.761,179.347
8930,5,5,22,221.994,-134.86,19.3998,260.471
8931,6,5,22,-22.3612,-579.488,-450.134,734.116
8932,7,5,22,-195.963,10.1222,-472.342,511.479
8933,8,5,22,1095.7,299.172,29.0532,1136.18
8934,9,5,22,2036.17,-911.551,-453.711,2276.57
8935,10,5,22,291.289,-989.513,398.371,1105.75
8936,11,5,22,-1483.1,-35.2089,-415.439,1540.59
8937,12,5,22,815.382,-1219.0,-1243.02,1922.47
8938,13,5,22,2307.91,-1232.34,-1558.29,3045.22
8939,14,5,22,-1509.09,-2291.05,617.678,2812.08
8940,15,5,22,-2666.59,-321.327,1032.37,2877.46
8941,16,5,22,-619.508,-498.043,-546.258,964.486
8942,17,5,22,-193.723,-169.353,-31.0571,259.179
8943,18,5,22,897.11,-25.4203,-31.8818,898.036
8944,19,5,22,1941.67,568.016,166.582,2029.89
8945,20,5,22,1515.05,-340.68,-887.557,1788.63
8946,21,5,22,-513.446,-1335.94,438.703,1496.93
8947,22,5,22,-1735.69,582.887,33.9298,1831.27
8948,23,5,22,-458.527,1215.46,486.507,1387.18
8949,24,5,22,381.887,1664.37,-437.616,1762.8
8950,0,6,22,848.3,-47.4039,-213.021,875.921
8951,1,6,22,-8.83565,-615.903,-189.078,644.333
8952,2,6,22,-544.767,-150.419,-0.399826,565.153
8953,3,6,22,-95.4312,70.8553,-83.3536,145.174
8954,4,6,22,23.1801,295.246,18.1107,296.707
8955,5,6,22,-62.6841,168.771,153.676,236.705
8956,6,6,22,180.167,46.8676,203.192,275.579
8957,7,6,22,494.436,1508.65,42.5662,1588.17
8958,8,6,22,127.874,1133.61,-390.22,1205.69
8959,9,6,22,725.145,236.779,579.725,958.113
8960,10,6,22,1097.06,784.674,971.733,1662.38
8961,11,6,22,508.115,-50.6619,-48.3526,512.918
8962,12,6,22,-575.487,1263.43,404.736,1446.11
8963,13,6,22,-1184.39,-1175.48,-1398.39,2177.16
8964,14,6,22,-496.495,-2559.41,311.399,2625.65
8965,15,6,22,-299.844,-632.658,230.315,737.026
8966,16,6,22,-81.3696,47.4854,51.002,107.131
8967,17,6,22,-341.029,573.825,-73.6481,671.565
8968,18,6,22,214.963,292.223,324.067,486.438
8969,19,6,22,1029.79,551.367,194.536,1184.2
8970,20,6,22,348.608,-358.778,83.499,507.171
8971,21,6,22,80.4446,-1977.14,-80.4675,1980.41
8972,22,6,22,931.198,-415.07,497.972,1134.63
8973,23,6,22,896.994,224.773,1390.31,1669.76
8974,24,6,22,187.266,772.956,-547.667,965.644
8975,0,7,22,-201.954,860.965,-208.672,908.62
8976,1,7,22,11.8369,616.564,-78.3547,621.635
8977,2,7,22,-29.3465,1321.77,243.28,1344.3
8978,3,7,22,-141.768,233.152,-2.52469,272.882
8979,4,7,22,-48.523,60.8538,133.298,154.357
8980,5,7,22,-26.3838,63.7777,252.621,261.88
8981,6,7,22,1317.52,-77.1624,372.002,1371.2
8982,7,7,22,890.78,332.417,75.4506,953.773
8983,8,7,22,-176.165,998.56,-605.39,1180.95
8984,9,7,22,1687.23,1123.84,1531.42,2540.67
8985,10,7,22,3.84814,408.798,-20.219,409.316
8986,11,7,22,-1004.35,-823.964,-778.952,1514.73
8987,12,7,22,-309.44,-1258.37,238.46,1317.61
8988,13,7,22,-1514.93,47.2545,-1306.94,2001.33
8989,14,7,22,-966.264,334.739,8.99906,1022.64
8990,15,7,22,-59.699,939.9,122.454,949.722
8991,16,7,22,586.975,1238.75,-12.4017,1370.83
8992,17,7,22,51.0138,766.064,-0.820047,767.761
8993,18,7,22,874.653,231.701,1025.56,1367.65
8994,19,7,22,1290.67,356.013,958.288,1646.48
8995,20,7,22,-1013.46,247.839,-878.749,1364.08
8996,21,7,22,-569.738,668.498,-600.685,1064.1
8997,22,7,22,466.219,-778.89,19.665,907.973
8998,23,7,22,729.499,-466.585,-137.668,876.825
8999,24,7,22,1478.25,-841.997,-61.5045,1702.34
9000,0,8,22,359.496,276.48,-273.842,529.781
9001,1,8,22,451.974,498.271,58.7889,675.285
9002,2,8,22,-928.179,701.29,55.4501,1164.65
9003,3,8,22,-1356.35,39.4948,524.896,1454.91
9004,4,8,22,-146.194,166.188,38.0493,224.586
9005,5,8,22,-200.7,476.982,-277.339,587.12
9006,6,8,22,448.806,484.496,116.495,670.622
9007,7,8,22,1570.16,-598.393,176.311,1689.54
9008,8,8,22,919.297,-79.3941,-1.91951,922.721
9009,9,8,22,135.383,-29.8278,109.904,176.91
9010,10,8,22,-850.746,-2538.88,-142.03,2681.39
9011,11,8,22,-1159.05,-953.035,-544.58,1596.32
9012,12,8,22,295.732,-1430.24,372.027,1507.13
9013,13,8,22,408.717,-609.844,-143.218,747.978
9014,14,8,22,396.15,574.655,201.476,726.468
9015,15,8,22,604.163,2168.81,947.534,2442.66
9016,16,8,22,-255.206,2001.45,-1164.32,2329.5
9017,17,8,22,-1348.07,-173.256,-1.45767,1359.16
9018,18,8,22,-195.088,3.03048,3.51789,195.143
9019,19,8,22,1045.93,-578.656,234.767,1218.17
9020,20,8,22,661.093,-970.442,-603.531,1320.25
9021,21,8,22,-946.284,348.595,37.5914,1009.15
9022,22,8,22,-203.884,-403.302,-523.225,691.365
9023,23,8,22,833.887,-368.747,-445.845,1014.95
9024,24,8,22,-563.559,-1532.86,882.074,1856.16
9025,0,9,22,241.628,-324.888,-0.818746,404.891
9026,1,9,22,436.647,-1278.55,10.4687,1351.09
9027,2,9,22,-488.123,-1575.46,108.116,1652.89
9028,3,9,22,-676.87,-168.379,153.59,714.209
9029,4,9,22,388.964,912.595,-177.03,1007.7
